config,context_samples,horizon_samples,context_sec,horizon_sec,filename,window_end_sec,cardiac_hr_snr,hr_bpm,nrmse_chronos,latency_ms
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,153.0,0.1550133737344792,60.0,0.1946123242378235,471.7678999995769
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,158.0,0.1679553469472168,60.0,0.1663219481706619,510.9879999999976
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,163.0,0.1779511441154078,60.0,0.2857178747653961,541.6957000006732
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,168.0,0.2518004906737616,60.0,0.2816715538501739,594.025899999906
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,173.0,0.2333905159756345,60.0,0.2778989374637604,542.5299999997151
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,178.0,0.1950363170169507,60.0,0.2493772655725479,540.9139000003051
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,183.0,0.1463540798290085,60.0,0.1906515806913375,496.879600000284
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,188.0,0.2223573724797018,60.0,0.2730922102928161,516.6032999995878
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,193.0,0.2062524683002477,60.0,0.1305675506591797,511.2063000005946
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,198.0,0.2276647213548192,60.0,0.1687676459550857,502.1197000005486
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,203.0,0.2331027923509771,60.0,0.1832006126642227,509.9165999999968
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,208.0,0.2231970610035528,60.0,0.3178357183933258,449.63689999985945
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,213.0,0.2392127608753688,60.0,0.1765278428792953,409.0458000000581
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,218.0,0.1893497627912575,60.0,0.3759413957595825,421.7017000000851
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,223.0,0.2765052912899103,60.0,0.216728538274765,418.68069999964064
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,228.0,0.2028803941451617,60.0,0.1912969201803207,417.6289000006364
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,233.0,0.2617795019894044,60.0,0.1164677515625953,411.4284000006592
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,238.0,0.2095833662493126,60.0,0.2601512372493744,410.6222999998863
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,243.0,0.1948108913932991,60.0,0.211200401186943,437.7619000006234
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,248.0,0.2437406559294449,60.0,0.2238476276397705,489.1165999997611
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,253.0,0.2234857850013842,60.0,0.1314206421375274,433.0254999995304
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,258.0,0.2802201408933166,60.0,0.2365078777074813,410.6360000005225
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,263.0,0.2696813429456092,60.0,0.1415896862745285,406.1288000002605
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,268.0,0.2294299486981868,60.0,0.1988133937120437,413.3254999997007
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,273.0,0.3210563934996529,60.0,0.2896170318126678,416.92970000076457
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,278.0,0.2680723146501444,60.0,0.3258739113807678,436.8928000003507
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,283.0,0.2978127300776585,60.0,0.2495995759963989,412.9344000002675
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,288.0,0.2542371196045217,60.0,0.1876438707113266,416.1859000005279
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,293.0,0.2408355983673781,60.0,0.1566358804702758,411.9885000000068
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,298.0,0.2538723385674598,60.0,0.2740468084812164,412.4009000006481
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,303.0,0.2154448130148221,60.0,0.2168523222208023,414.78640000059386
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,308.0,0.274869866870527,60.0,0.2852655947208404,410.3745000002164
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,313.0,0.2449695204426762,60.0,0.1345385313034057,417.6072000000204
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,318.0,0.2448374428403195,60.0,0.2517577111721039,408.0296000001909
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,323.0,0.2014091608810607,60.0,0.2458361387252807,406.5583000001425
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,328.0,0.1738511709587423,60.0,0.1410031765699386,411.3209000006464
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,333.0,0.1696407722343825,60.0,0.1554069370031356,410.3776000001744
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,338.0,0.1971435845478901,60.0,0.2095039933919906,412.774399999762
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,343.0,0.1444781890074026,60.0,0.3598105609416961,412.0888000006744
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,348.0,0.2510989412778202,60.0,0.2853731215000152,414.9379999998928
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,353.0,0.3724797223996581,60.0,0.4393940269947052,414.0164000000368
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,358.0,0.3048711244542439,60.0,0.4036981463432312,407.76050000022224
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,363.0,0.2954417305399849,60.0,0.2355210185050964,421.42990000047575
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,368.0,0.3295053748915594,60.0,0.2815155982971191,416.43070000009175
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,373.0,0.2087749883789989,60.0,0.1549468040466308,413.8362000003326
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,378.0,0.2240386551806076,60.0,0.4387148022651672,410.3109999996377
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,383.0,0.2034395714937436,60.0,0.2526359558105469,407.3908000000301
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,388.0,0.1792478632090769,60.0,0.2570974230766296,415.9969000002093
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,393.0,0.2280146981106565,60.0,0.2379365265369415,414.1955999994025
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,398.0,0.2050883624820712,60.0,0.2742409110069275,410.9269000000495
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,403.0,0.2418125489588279,60.0,0.4363951981067657,413.0514999997104
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,408.0,0.2385111145005512,60.0,0.1518038064241409,409.7799999999552
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,413.0,0.2507341173102625,60.0,0.1263929456472396,413.3990999998787
6s context + 2s horizon,60,20,6.0,2.0,Branco_BEsquerdo.txt,418.0,0.2379476192075482,60.0,0.1743365675210952,408.0234999992172
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,8.0,0.0477873065765951,60.0,0.6523885726928711,422.6859999998851
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,13.0,0.5434003396785798,75.0,0.3739224970340729,409.6365999994305
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,18.0,0.3620101184785935,60.0,0.250080794095993,416.49619999952847
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,23.0,0.1749832550141279,60.0,0.441855639219284,411.1595000003945
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,28.0,0.14338807181462,60.0,0.7680087089538574,410.9801000004154
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,33.0,0.0115495131187716,60.0,0.4898054599761963,416.0597000000053
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,38.0,0.011063669943319,75.0,0.5317367315292358,409.17129999979807
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,43.0,0.0133227015243047,60.0,0.3161650002002716,415.6113999997615
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,48.0,0.0079172359633684,60.0,0.67864590883255,407.8358999995544
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,53.0,0.0100171143844344,75.0,0.4492407143115997,414.8799000004146
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,58.0,0.3967631407304533,75.0,0.2881577014923095,417.6680000000488
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,63.0,0.3454349714475548,90.0,0.4826714694499969,415.8264000006966
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,68.0,0.0079987471272856,75.0,1.1587387323379517,415.1459000004252
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,73.0,0.0119689851297272,75.0,0.6377108097076416,411.9657000001098
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,78.0,0.0136913933813819,75.0,0.9278233647346495,409.14340000017546
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,83.0,0.2956374589755215,60.0,0.264810711145401,409.45210000063526
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,88.0,0.2257328075400978,75.0,1.0724753141403198,410.5454999998983
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,93.0,0.02086602817732,60.0,1.0009543895721436,418.4593999998469
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,98.0,0.0190971469297692,90.0,0.3605825901031494,411.4771999993536
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,103.0,0.0141927146762068,75.0,0.6955740451812744,412.8019999998287
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,108.0,0.2924158594157703,60.0,0.6383121609687805,405.29220000007626
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,113.0,0.4679583734464924,60.0,0.2437262684106826,412.8470000005109
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,118.0,0.2328184339231452,105.0,0.6674097180366516,409.9135999995269
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,123.0,0.0427624443680797,60.0,0.7617037296295166,409.6240999997463
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,128.0,0.0185466447008993,75.0,2.314786911010742,420.700399999987
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,133.0,0.0057698421077322,75.0,0.5064420104026794,409.3265000001338
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,138.0,0.0178945152139406,60.0,0.4346020221710205,406.414400000358
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,143.0,0.0351386944004409,60.0,0.7832666635513306,414.91059999953
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,148.0,0.0183447376504666,60.0,0.6874794363975525,426.98590000054537
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,153.0,0.0124210193249992,60.0,0.5595167279243469,447.7822000008018
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,158.0,0.010002541933862,75.0,0.3874751329421997,419.7523000002548
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,163.0,0.0173748349293123,60.0,0.3848487734794616,415.6086000002688
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,168.0,0.0243276747188293,90.0,0.4421492218971252,409.64460000031977
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,173.0,0.0355727226970114,60.0,1.050567626953125,414.61230000004434
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,178.0,0.0039413261506025,75.0,0.4327737092971802,409.5558999997593
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,183.0,0.0549277354611239,75.0,1.0344609022140503,415.184099999351
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,188.0,0.0188016169267107,60.0,0.9674646854400636,413.56010000072274
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,193.0,0.4696904347258044,60.0,0.3658180832862854,417.83790000044974
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,198.0,0.4599685263051148,60.0,0.3268602192401886,414.8315000002185
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,203.0,0.0382049360018397,75.0,0.4911077916622162,411.3169000002017
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,208.0,0.0946000040061585,90.0,0.4038593173027038,413.29749999931664
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,213.0,0.0183919886936797,75.0,0.4044301807880401,407.9389999997147
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,218.0,0.0124287453772775,60.0,0.5480276346206665,412.93690000020433
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,223.0,0.0076331508662438,75.0,0.9835422039031982,412.8614999999627
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,228.0,0.029696269404439,75.0,0.2104171216487884,411.235300000044
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,233.0,0.0750053587807634,75.0,0.413969874382019,406.6301000002568
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,238.0,0.1364756731667006,60.0,4.68955135345459,408.3129999999073
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,243.0,0.004680276492309,75.0,0.9694807529449464,413.835299999846
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,248.0,0.7731757287367939,105.0,0.3379783630371094,423.85470000044734
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,253.0,0.8952619228211196,90.0,0.2798254191875458,411.2230999999156
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,258.0,0.7022386770243353,90.0,0.3444157838821411,415.4178999997384
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,263.0,0.158645157204227,90.0,0.3514054715633392,415.6104000003325
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,268.0,0.1283442346700523,60.0,1.4141608476638794,413.3567999997467
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,273.0,0.0477064918723698,60.0,0.3463601768016815,414.8144999999204
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,278.0,0.0606068163652519,60.0,1.1717506647109983,408.0705999995189
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,283.0,0.0398380639996844,60.0,0.3666705191135406,405.7078000005277
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,288.0,0.0490802134842812,60.0,1.0016717910766602,406.0721999994712
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,293.0,0.0356701165493752,75.0,0.3275968432426452,404.14520000013
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,298.0,0.0409911592882402,75.0,0.3328699767589569,410.6729000004634
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,303.0,0.0563544202065199,60.0,0.572939395904541,407.53589999985707
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,308.0,0.0691508145312879,60.0,1.513136625289917,408.8922000000821
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,313.0,0.0665524395538311,60.0,0.3422546684741974,408.6839000001419
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,318.0,0.0628162163408529,60.0,0.2515553534030914,483.0136000000493
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,323.0,0.0731610181053045,135.0,0.2872650921344757,425.91100000026927
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,328.0,0.116003492103609,90.0,0.8301400542259216,413.2445000004736
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,333.0,0.0951957779097071,60.0,0.5699159502983093,416.4705000002869
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,338.0,0.280335994799892,75.0,0.5362750291824341,420.8425000006173
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,343.0,0.2292311027689499,60.0,0.1760447025299072,410.2757000000565
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,348.0,0.3638035837106181,75.0,0.6488088369369507,412.7459999999701
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,353.0,0.1599044427058971,60.0,0.5168210864067078,409.2475999996168
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,358.0,0.1177253833571997,60.0,0.6893479228019714,427.12889999984327
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,363.0,0.0799468709013733,75.0,0.3553171455860138,466.3762000000133
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,368.0,0.2161213545842221,75.0,0.2314663529396057,415.7243999998173
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,373.0,0.2320055319557041,135.0,0.7028756141662598,414.65450000032433
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,378.0,0.0896350235471723,60.0,0.1664610654115677,416.2313999995604
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,383.0,0.3461761628007215,90.0,1.1793229579925537,414.642300000196
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,388.0,0.0944742439744778,60.0,0.498294860124588,495.92609999945125
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,393.0,0.0180231564752339,60.0,0.2829822897911072,413.1995999996434
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,398.0,0.0142157635862565,60.0,1.4334298372268677,407.7470000001995
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,403.0,0.0108560345501299,60.0,0.2652580738067627,404.4739000000845
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,408.0,0.1246335714641068,60.0,1.0264588594436646,414.3801000000167
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,413.0,0.0667685764662213,90.0,0.5895404815673828,416.342600000462
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,418.0,0.0304884291499243,60.0,0.5735164284706116,413.5427999999592
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,423.0,0.5244292458574313,60.0,0.3817199170589447,413.48500000003696
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,443.0,0.1769420145361935,60.0,0.5287656188011169,410.4287000000113
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,448.0,0.1114998511799868,60.0,0.6867358088493347,414.82929999983753
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,453.0,0.2004757736161551,60.0,0.8173152804374695,419.8560999993788
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,458.0,0.0186409656806472,75.0,0.3637352883815765,416.0708999997951
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,463.0,0.3961262020289404,75.0,0.2401142418384552,411.95090000019263
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,468.0,0.3813781523781972,60.0,0.5166038274765015,406.87439999965136
6s context + 2s horizon,60,20,6.0,2.0,Teste coupling.txt,473.0,0.5397192182506617,75.0,0.4346287846565246,410.7573000001139
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,8.0,0.0815572818730895,60.0,0.6228951811790466,413.9540999995006
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,13.0,0.4834274061472595,60.0,0.3377334773540497,412.8820000005362
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,18.0,0.3871421265798707,60.0,0.5189007520675659,411.59330000027694
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,23.0,0.3218385384123291,60.0,0.0306209996342659,416.0433999995803
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,28.0,0.3738555554679122,60.0,0.4699163138866424,419.258500000069
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,33.0,0.50160757367136,60.0,0.2311185300350189,415.1390000006359
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,38.0,0.5748936854737843,60.0,0.1663251370191574,408.6007999994763
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,43.0,0.353992564560137,60.0,0.4629789590835571,418.9456000003702
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,48.0,0.1773905274081164,75.0,0.6536135077476501,414.8113000001104
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,53.0,0.3790980853614796,75.0,0.2457529753446579,415.04580000037095
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,58.0,0.3623170187509599,75.0,0.525226891040802,412.0522000002893
6s context + 2s horizon,60,20,6.0,2.0,Zero.txt,63.0,0.3429285402311727,60.0,0.5213783383369446,412.4875000006796
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,8.0,0.7591596189668158,90.0,0.2288576811552047,419.11220000019966
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,13.0,0.8655700544844248,75.0,0.4281617403030395,416.4099999998143
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,18.0,0.8555532310002011,90.0,0.1100444570183754,416.1882999997033
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,23.0,0.5012302441817544,75.0,0.9046623706817628,415.4865000000427
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,28.0,0.6649311396637696,75.0,0.2273657321929931,414.2664000000877
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,33.0,0.7093772636977054,75.0,0.2699109017848968,408.8424000001396
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,38.0,0.8185826843939785,75.0,0.5866173505783081,413.6531000003743
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,43.0,0.8507184845902449,90.0,0.2499120235443115,416.0080999999991
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,48.0,0.7092961777494118,90.0,0.2615595161914825,412.6372000000629
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,53.0,0.5650559275827166,105.0,0.7597882151603699,415.4421000002913
6s context + 2s horizon,60,20,6.0,2.0,ZeroL2.txt,58.0,0.6893110563955885,105.0,0.371178388595581,428.4621999995579
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,8.0,0.4229717697288654,90.0,0.6358996033668518,414.7508000005473
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,13.0,0.1001744273103044,105.0,0.2143035531044006,412.8485999999612
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,18.0,0.3386376806064299,105.0,0.235087051987648,415.7424999993964
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,23.0,0.7717425216933912,90.0,0.4379908144474029,418.06389999965177
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,28.0,0.8436022094821035,75.0,0.3357204496860504,421.5096999996604
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,33.0,0.8124903528996038,75.0,0.4487294852733612,412.5811999992948
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,38.0,0.8255006362220534,75.0,0.3249752223491668,415.8376000004864
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,43.0,0.8066456522967789,75.0,0.0655688941478729,414.62479999972857
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,48.0,0.8365934680833226,75.0,0.4368974864482879,415.2254999999059
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,53.0,0.7526402041919392,90.0,0.4542335867881775,415.2834000005896
6s context + 2s horizon,60,20,6.0,2.0,ZeroL3.txt,58.0,0.7520903109314261,90.0,0.1042231023311615,413.9396000000488
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,8.0,0.1484696187434343,75.0,0.2770350277423858,410.7558000005156
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,13.0,0.0805121730319627,60.0,0.6124966740608215,416.718899999978
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,18.0,0.0972853503798691,60.0,0.2306263446807861,414.9887999992643
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,23.0,0.0671189382239455,60.0,0.2515509724617004,416.815200000201
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,28.0,0.1192774665877975,60.0,0.2998467683792114,409.858300000451
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,33.0,0.1133432729318821,60.0,0.2588004171848297,408.7753000003431
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,38.0,0.1156869212752335,75.0,0.1218299642205238,409.6804000000702
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,43.0,0.0859973976447592,60.0,0.5284945368766785,405.223599999772
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,48.0,0.0806475103332061,75.0,0.2252256721258163,409.8076000000219
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,53.0,0.0897623848241634,60.0,0.2584337294101715,410.6886999998096
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,58.0,0.0795141112283546,60.0,0.2697736620903015,409.3875000007756
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,63.0,0.0770708823070287,60.0,0.2342249453067779,408.4116999993057
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,68.0,0.1215834754285528,75.0,0.3310677111148834,411.3632999997208
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,73.0,0.4055788399042101,75.0,0.3599843382835388,410.6964000002336
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,78.0,0.3135640938170868,75.0,0.2571585476398468,414.385900000525
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,83.0,0.4198241235047293,75.0,0.3394765853881836,409.80279999985214
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,88.0,0.3405208800472051,75.0,0.2549938559532165,415.5386000002181
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,93.0,0.3064076475560252,90.0,0.4233938753604889,410.8040000000983
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,98.0,0.0690418778614471,60.0,0.4073631167411804,415.6253000001016
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,103.0,0.0452284486471004,60.0,0.2697116434574127,406.42840000055
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,108.0,0.0147171375801934,75.0,0.5864461660385132,411.4808000003905
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,113.0,0.0175680201490176,75.0,0.1142928451299667,411.7114999999103
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,118.0,0.0154003943477388,75.0,0.2720820903778076,407.1252000003369
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,123.0,0.0148422725137754,60.0,0.115052081644535,412.1878999994806
6s context + 2s horizon,60,20,6.0,2.0,coupling_protocol.txt,128.0,0.0126844677123815,60.0,0.551384449005127,412.4996999998984
